lsoa11cd,index_domain,measure,value
E01025197,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.076
E01025198,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.192
E01025199,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.099
E01025200,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.141
E01025201,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.16
E01025202,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.097
E01025205,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.234
E01025206,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.13
E01025207,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.312
E01025208,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.336
E01025220,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.286
E01025221,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.179
E01025222,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.113
E01025223,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.268
E01025178,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.111
E01025179,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.13
E01025180,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.137
E01025203,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.087
E01025226,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.298
E01025227,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.353
E01025228,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.155
E01025174,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.104
E01025175,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.115
E01025176,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.25
E01025177,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.054
E01025204,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.073
E01025211,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.102
E01025181,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.45
E01025182,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.535
E01025183,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.41
E01025184,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.456
E01025188,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.386
E01025189,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.224
E01025210,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.259
E01025217,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.293
E01025218,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.468
E01025219,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.352
E01025224,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.362
E01025225,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.207
E01025229,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.477
E01025230,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.576
E01025187,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.192
E01025190,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.146
E01025209,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.152
E01025216,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.21
E01025185,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.317
E01025186,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.301
E01025212,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.129
E01025213,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.165
E01025214,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.063
E01025215,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.307
E01025315,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.069
E01025320,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.058
E01025331,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.073
E01025348,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.069
E01025349,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.065
E01025334,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.147
E01025344,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.116
E01025345,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.031
E01025346,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.076
E01025347,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.122
E01025329,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.125
E01025330,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.155
E01025335,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.197
E01025338,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.157
E01025339,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.148
E01025322,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.068
E01025326,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.083
E01025327,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.062
E01025342,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.079
E01025321,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.112
E01025340,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.085
E01025341,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.014
E01025343,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.116
E01025354,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.047
E01025316,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.083
E01025317,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.074
E01025325,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.212
E01025328,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.065
E01025318,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.103
E01025319,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.051
E01025333,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.082
E01025350,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.104
E01025351,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.067
E01025323,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.083
E01025324,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.071
E01025332,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.049
E01025336,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.054
E01025337,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.065
E01025352,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.026
E01025353,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.057
E01025355,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.051
E01025361,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.204
E01025362,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.125
E01025393,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.167
E01025363,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.149
E01025364,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.056
E01025366,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.314
E01025395,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.144
E01025396,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.389
E01025397,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.328
E01025398,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.297
E01025367,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.16
E01025368,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.174
E01025369,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.286
E01025381,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.224
E01025382,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.278
E01025383,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.149
E01025356,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.226
E01025373,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.108
E01025385,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.297
E01025387,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.124
E01033281,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.217
E01025377,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.048
E01025378,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.163
E01025379,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.243
E01025380,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.057
E01025357,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.18
E01025358,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.103
E01025365,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.113
E01025384,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.119
E01025359,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.128
E01025360,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.232
E01025375,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.07
E01025376,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.253
E01025371,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.262
E01025374,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.212
E01025391,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.193
E01025392,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.181
E01025394,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.264
E01025370,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.152
E01025388,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.189
E01025389,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.236
E01025390,Income Deprivation Affecting Older People Index (IDAOPI),Score,0.272
E01012607,Income Deprivation Affecting Older People Index (IDAOPI),Rank,17965
E01012608,Income Deprivation Affecting Older People Index (IDAOPI),Rank,4283
E01012633,Income Deprivation Affecting Older People Index (IDAOPI),Rank,13019
E01012634,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16274
E01012635,Income Deprivation Affecting Older People Index (IDAOPI),Rank,17850
E01012636,Income Deprivation Affecting Older People Index (IDAOPI),Rank,28363
E01012581,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30222
E01012582,Income Deprivation Affecting Older People Index (IDAOPI),Rank,25886
E01012583,Income Deprivation Affecting Older People Index (IDAOPI),Rank,28078
E01012587,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8619
E01012588,Income Deprivation Affecting Older People Index (IDAOPI),Rank,4389
E01012574,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2843
E01012577,Income Deprivation Affecting Older People Index (IDAOPI),Rank,637
E01012578,Income Deprivation Affecting Older People Index (IDAOPI),Rank,248
E01012605,Income Deprivation Affecting Older People Index (IDAOPI),Rank,185
E01012606,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2884
E01012579,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1338
E01012580,Income Deprivation Affecting Older People Index (IDAOPI),Rank,23
E01012642,Income Deprivation Affecting Older People Index (IDAOPI),Rank,598
E01012645,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10718
E01012585,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5229
E01012586,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1115
E01012656,Income Deprivation Affecting Older People Index (IDAOPI),Rank,125
E01012657,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1647
E01012658,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10600
E01012629,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16360
E01012631,Income Deprivation Affecting Older People Index (IDAOPI),Rank,854
E01012643,Income Deprivation Affecting Older People Index (IDAOPI),Rank,386
E01012644,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27
E01012655,Income Deprivation Affecting Older People Index (IDAOPI),Rank,95
E01012571,Income Deprivation Affecting Older People Index (IDAOPI),Rank,91
E01012572,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15
E01012573,Income Deprivation Affecting Older People Index (IDAOPI),Rank,148
E01012575,Income Deprivation Affecting Older People Index (IDAOPI),Rank,244
E01012630,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1152
E01012576,Income Deprivation Affecting Older People Index (IDAOPI),Rank,792
E01012637,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1260
E01012638,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2953
E01012639,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1754
E01012640,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12736
E01012641,Income Deprivation Affecting Older People Index (IDAOPI),Rank,4032
E01012595,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5584
E01012596,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11839
E01012622,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1014
E01012623,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11038
E01012624,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8631
E01012625,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8239
E01012584,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20820
E01012609,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30835
E01012610,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16938
E01012611,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30763
E01012612,Income Deprivation Affecting Older People Index (IDAOPI),Rank,28974
E01012613,Income Deprivation Affecting Older People Index (IDAOPI),Rank,22778
E01012600,Income Deprivation Affecting Older People Index (IDAOPI),Rank,4229
E01012601,Income Deprivation Affecting Older People Index (IDAOPI),Rank,3485
E01012602,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16273
E01012603,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2636
E01012604,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14501
E01012632,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5499
E01012594,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5990
E01012618,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16963
E01012619,Income Deprivation Affecting Older People Index (IDAOPI),Rank,4604
E01012620,Income Deprivation Affecting Older People Index (IDAOPI),Rank,24179
E01012621,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5828
E01012593,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15856
E01012597,Income Deprivation Affecting Older People Index (IDAOPI),Rank,22942
E01012598,Income Deprivation Affecting Older People Index (IDAOPI),Rank,25512
E01012599,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15087
E01012589,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9218
E01012590,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7653
E01012591,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8212
E01012648,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11763
E01012652,Income Deprivation Affecting Older People Index (IDAOPI),Rank,24407
E01012617,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20329
E01012646,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7500
E01012647,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12225
E01012650,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10262
E01012649,Income Deprivation Affecting Older People Index (IDAOPI),Rank,6329
E01012651,Income Deprivation Affecting Older People Index (IDAOPI),Rank,21817
E01012653,Income Deprivation Affecting Older People Index (IDAOPI),Rank,18397
E01012654,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8893
E01012614,Income Deprivation Affecting Older People Index (IDAOPI),Rank,21281
E01012615,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14465
E01012616,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14976
E01012659,Income Deprivation Affecting Older People Index (IDAOPI),Rank,17595
E01012660,Income Deprivation Affecting Older People Index (IDAOPI),Rank,29503
E01012661,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12452
E01012592,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27914
E01012628,Income Deprivation Affecting Older People Index (IDAOPI),Rank,31618
E01032485,Income Deprivation Affecting Older People Index (IDAOPI),Rank,26296
E01032486,Income Deprivation Affecting Older People Index (IDAOPI),Rank,32039
E01024859,Income Deprivation Affecting Older People Index (IDAOPI),Rank,13369
E01024861,Income Deprivation Affecting Older People Index (IDAOPI),Rank,24095
E01024862,Income Deprivation Affecting Older People Index (IDAOPI),Rank,24775
E01024891,Income Deprivation Affecting Older People Index (IDAOPI),Rank,17603
E01024892,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15696
E01024894,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14160
E01024893,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9354
E01024896,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16815
E01024897,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8228
E01024898,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8431
E01024856,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7078
E01024875,Income Deprivation Affecting Older People Index (IDAOPI),Rank,516
E01024876,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2955
E01024877,Income Deprivation Affecting Older People Index (IDAOPI),Rank,293
E01024878,Income Deprivation Affecting Older People Index (IDAOPI),Rank,150
E01024895,Income Deprivation Affecting Older People Index (IDAOPI),Rank,4845
E01024883,Income Deprivation Affecting Older People Index (IDAOPI),Rank,4107
E01024884,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12702
E01024885,Income Deprivation Affecting Older People Index (IDAOPI),Rank,13583
E01024886,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8786
E01024889,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12366
E01024890,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5149
E01024879,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12457
E01024880,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12399
E01024912,Income Deprivation Affecting Older People Index (IDAOPI),Rank,24435
E01024913,Income Deprivation Affecting Older People Index (IDAOPI),Rank,24565
E01024914,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27631
E01024881,Income Deprivation Affecting Older People Index (IDAOPI),Rank,13640
E01024882,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10159
E01024902,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12825
E01024911,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7935
E01024855,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2903
E01024857,Income Deprivation Affecting Older People Index (IDAOPI),Rank,3440
E01024858,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2961
E01024864,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14672
E01024863,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10222
E01024865,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5292
E01024866,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7688
E01024867,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30655
E01024860,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20121
E01024868,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20249
E01024869,Income Deprivation Affecting Older People Index (IDAOPI),Rank,26472
E01024870,Income Deprivation Affecting Older People Index (IDAOPI),Rank,24898
E01024872,Income Deprivation Affecting Older People Index (IDAOPI),Rank,3134
E01024899,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8629
E01024900,Income Deprivation Affecting Older People Index (IDAOPI),Rank,3275
E01024907,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8065
E01024908,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2133
E01024909,Income Deprivation Affecting Older People Index (IDAOPI),Rank,6912
E01024874,Income Deprivation Affecting Older People Index (IDAOPI),Rank,26902
E01024887,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15057
E01024888,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14788
E01024901,Income Deprivation Affecting Older People Index (IDAOPI),Rank,22261
E01024904,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10816
E01024906,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5124
E01024910,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16353
E01024871,Income Deprivation Affecting Older People Index (IDAOPI),Rank,17928
E01024873,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16859
E01024903,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8160
E01024905,Income Deprivation Affecting Older People Index (IDAOPI),Rank,23333
E01025060,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9672
E01025061,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20452
E01025062,Income Deprivation Affecting Older People Index (IDAOPI),Rank,3726
E01025063,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9466
E01025064,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30720
E01025065,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11942
E01025066,Income Deprivation Affecting Older People Index (IDAOPI),Rank,21573
E01025032,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8924
E01025033,Income Deprivation Affecting Older People Index (IDAOPI),Rank,17195
E01025034,Income Deprivation Affecting Older People Index (IDAOPI),Rank,22767
E01025048,Income Deprivation Affecting Older People Index (IDAOPI),Rank,19732
E01025049,Income Deprivation Affecting Older People Index (IDAOPI),Rank,6656
E01025050,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12371
E01025053,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16957
E01025070,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8173
E01025071,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11944
E01025072,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9395
E01025073,Income Deprivation Affecting Older People Index (IDAOPI),Rank,21250
E01025074,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30280
E01025051,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9915
E01025052,Income Deprivation Affecting Older People Index (IDAOPI),Rank,24988
E01025057,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16198
E01025058,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11859
E01025059,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8152
E01025067,Income Deprivation Affecting Older People Index (IDAOPI),Rank,4226
E01025068,Income Deprivation Affecting Older People Index (IDAOPI),Rank,3942
E01025069,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8359
E01025044,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14757
E01025045,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2728
E01025046,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1964
E01025081,Income Deprivation Affecting Older People Index (IDAOPI),Rank,18101
E01025041,Income Deprivation Affecting Older People Index (IDAOPI),Rank,453
E01025042,Income Deprivation Affecting Older People Index (IDAOPI),Rank,328
E01025082,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2128
E01025083,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5378
E01025084,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5373
E01033231,Income Deprivation Affecting Older People Index (IDAOPI),Rank,287
E01025055,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7382
E01025075,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8762
E01025076,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7344
E01025077,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8069
E01025078,Income Deprivation Affecting Older People Index (IDAOPI),Rank,23832
E01025035,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10864
E01025036,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5746
E01025037,Income Deprivation Affecting Older People Index (IDAOPI),Rank,14325
E01025038,Income Deprivation Affecting Older People Index (IDAOPI),Rank,23749
E01025039,Income Deprivation Affecting Older People Index (IDAOPI),Rank,25227
E01025040,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27403
E01025054,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11889
E01025056,Income Deprivation Affecting Older People Index (IDAOPI),Rank,26455
E01025079,Income Deprivation Affecting Older People Index (IDAOPI),Rank,21807
E01025080,Income Deprivation Affecting Older People Index (IDAOPI),Rank,17666
E01025191,Income Deprivation Affecting Older People Index (IDAOPI),Rank,19911
E01025192,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10158
E01025193,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11405
E01025194,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9162
E01025195,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20235
E01025196,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10827
E01025197,Income Deprivation Affecting Older People Index (IDAOPI),Rank,26662
E01025198,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12572
E01025199,Income Deprivation Affecting Older People Index (IDAOPI),Rank,22903
E01025200,Income Deprivation Affecting Older People Index (IDAOPI),Rank,17374
E01025201,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15358
E01025202,Income Deprivation Affecting Older People Index (IDAOPI),Rank,23220
E01025205,Income Deprivation Affecting Older People Index (IDAOPI),Rank,9372
E01025206,Income Deprivation Affecting Older People Index (IDAOPI),Rank,18653
E01025207,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5309
E01025208,Income Deprivation Affecting Older People Index (IDAOPI),Rank,4381
E01025220,Income Deprivation Affecting Older People Index (IDAOPI),Rank,6526
E01025221,Income Deprivation Affecting Older People Index (IDAOPI),Rank,13676
E01025222,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20784
E01025223,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7412
E01025178,Income Deprivation Affecting Older People Index (IDAOPI),Rank,21125
E01025179,Income Deprivation Affecting Older People Index (IDAOPI),Rank,18568
E01025180,Income Deprivation Affecting Older People Index (IDAOPI),Rank,17778
E01025203,Income Deprivation Affecting Older People Index (IDAOPI),Rank,24779
E01025226,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5958
E01025227,Income Deprivation Affecting Older People Index (IDAOPI),Rank,3770
E01025228,Income Deprivation Affecting Older People Index (IDAOPI),Rank,15932
E01025174,Income Deprivation Affecting Older People Index (IDAOPI),Rank,22072
E01025175,Income Deprivation Affecting Older People Index (IDAOPI),Rank,20536
E01025176,Income Deprivation Affecting Older People Index (IDAOPI),Rank,8415
E01025177,Income Deprivation Affecting Older People Index (IDAOPI),Rank,30122
E01025204,Income Deprivation Affecting Older People Index (IDAOPI),Rank,27272
E01025211,Income Deprivation Affecting Older People Index (IDAOPI),Rank,22428
E01025181,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1470
E01025182,Income Deprivation Affecting Older People Index (IDAOPI),Rank,535
E01025183,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2231
E01025184,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1371
E01025188,Income Deprivation Affecting Older People Index (IDAOPI),Rank,2790
E01025189,Income Deprivation Affecting Older People Index (IDAOPI),Rank,10093
E01025210,Income Deprivation Affecting Older People Index (IDAOPI),Rank,7883
E01025217,Income Deprivation Affecting Older People Index (IDAOPI),Rank,6183
E01025218,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1186
E01025219,Income Deprivation Affecting Older People Index (IDAOPI),Rank,3789
E01025224,Income Deprivation Affecting Older People Index (IDAOPI),Rank,3506
E01025225,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11290
E01025229,Income Deprivation Affecting Older People Index (IDAOPI),Rank,1078
E01025230,Income Deprivation Affecting Older People Index (IDAOPI),Rank,331
E01025187,Income Deprivation Affecting Older People Index (IDAOPI),Rank,12517
E01025190,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16785
E01025209,Income Deprivation Affecting Older People Index (IDAOPI),Rank,16178
E01025216,Income Deprivation Affecting Older People Index (IDAOPI),Rank,11119
E01025185,Income Deprivation Affecting Older People Index (IDAOPI),Rank,5127
